0.026548	0.010587	0.050482	-0.003468	-0.059891	0.014828	0.036994	0.014550	-0.030469	0.022800	-0.012978	0.036971	-0.078026	0.033444	0.008784	-0.125617	0.003175	-0.006910	0.097832	-0.020311	-0.001794	-0.057906	-0.056584	0.021767	0.046373	0.001484	-0.045342	-0.066105	0.042130	-0.032583	-0.087570	0.023931	-0.041757	-0.032698	0.027301	0.032885	0.103718	-0.036118	-0.000767	0.027319	-0.026323	0.011789	0.011789	0.051588	0.024105	0.005432	-0.013508	-0.012924	0.033166	-0.020159
-0.084145	0.022547	0.002564	-0.066542	0.029846	-0.032115	0.002431	0.040433	0.023107	0.030625	-0.012933	-0.031692	0.074770	-0.001695	0.005939	0.036092	0.003781	-0.035502	-0.062035	-0.000798	0.010042	-0.001489	0.035676	0.008249	0.039751	0.047787	0.009951	-0.068099	0.010848	-0.040121	-0.040043	-0.053861	0.070004	-0.034031	0.066767	-0.025564	0.014977	-0.026446	0.021229	-0.032256	0.018133	-0.053782	-0.053782	-0.014268	-0.027134	0.008952	0.031043	0.049339	0.015194	-0.012215
0.009688	0.001529	0.043567	0.028914	-0.034310	-0.014557	-0.009349	0.051388	0.049791	0.011844	-0.010435	0.003179	0.003014	0.059243	-0.040511	0.007994	-0.019780	-0.027618	-0.103659	-0.025274	0.053932	0.010059	0.077527	0.020121	0.023803	0.006440	-0.004014	-0.009750	0.081839	-0.014842	-0.016875	0.056804	-0.023100	0.030385	0.049282	-0.022874	0.014750	-0.032076	-0.004039	0.007085	-0.083364	0.025644	0.025644	0.011806	0.029321	0.016600	0.008257	0.039888	-0.014960	-0.000837
0.036224	-0.061094	0.051411	-0.017791	-0.001033	0.016092	-0.067314	0.043987	-0.015482	0.004379	-0.060182	-0.025161	-0.050807	0.045148	-0.027769	0.039579	-0.036795	-0.045290	-0.030894	-0.036219	0.055138	0.027845	0.026548	0.008629	0.048862	0.062027	-0.028242	-0.086208	0.032001	-0.105833	0.013835	0.063334	0.031025	0.053234	-0.021554	0.079388	0.051882	0.076909	-0.017279	0.015429	0.000142	-0.017874	-0.017874	-0.062323	-0.019669	-0.022265	-0.009237	0.118776	0.050032	0.063846
0.009379	0.027794	0.017187	0.020812	-0.081079	-0.034039	0.012176	-0.024727	-0.036709	0.042252	-0.011933	0.037392	0.015728	-0.055326	0.020958	-0.013153	-0.031985	0.041741	-0.099448	-0.069921	-0.015747	-0.000826	0.128848	-0.030895	-0.039066	-0.069062	0.073339	-0.063601	-0.001168	-0.017408	-0.004821	0.024057	-0.015932	-0.020824	0.109708	-0.078593	-0.040692	-0.054283	0.009731	0.037753	0.022711	-0.003040	-0.003040	0.018275	0.036916	-0.009954	0.015835	-0.035815	-0.065831	0.013708
0.039975	-0.027637	-0.078026	-0.020091	0.038349	-0.031499	-0.015169	-0.011968	0.005246	0.135030	-0.038264	-0.027841	-0.043364	-0.022185	-0.034596	0.041371	0.042933	0.053773	-0.030538	0.048851	0.072428	-0.029623	0.057301	0.065700	0.031122	0.014035	0.074935	0.002078	0.038885	-0.021382	-0.013525	0.006275	-0.006603	-0.039494	-0.041743	-0.019107	-0.032548	0.030599	-0.061924	-0.016134	0.024239	-0.047578	-0.047578	-0.024796	0.057934	0.073693	-0.088609	0.026307	0.028767	0.009068
0.007873	-0.023563	0.032396	0.038830	-0.042577	-0.056710	-0.065363	-0.040271	0.022839	0.029020	-0.035282	0.036124	0.020503	-0.016014	0.014029	-0.010809	0.000743	0.013915	-0.048121	-0.025272	0.061549	0.053217	0.015549	0.011872	0.003486	0.053022	0.039002	-0.060235	0.019509	-0.028256	0.057557	-0.012492	-0.048458	0.020629	0.030855	-0.057019	0.011704	0.008895	0.012770	-0.007039	-0.029816	0.025431	0.025431	0.019976	0.007010	0.012169	-0.050142	-0.005164	0.018474	0.001197
0.068237	0.023380	-0.053796	-0.056235	0.051197	-0.007843	-0.042050	0.026645	0.012486	-0.011048	-0.116554	0.034711	0.048735	-0.034300	0.036259	-0.033602	-0.108172	0.032798	0.008128	-0.055988	-0.004493	0.011412	0.004948	-0.023698	-0.018975	0.022286	0.053405	-0.060483	0.001195	-0.047884	0.014206	0.019436	-0.051498	0.021005	0.075556	-0.102489	-0.014486	0.010224	-0.048791	0.048609	0.033003	0.020607	0.020607	-0.075651	-0.014041	0.030799	-0.039953	-0.045077	-0.064659	-0.012120
-0.093596	-0.020272	-0.032266	-0.024439	-0.060377	0.083049	-0.017364	-0.052259	-0.017997	0.090473	-0.086128	-0.094165	-0.005693	0.046936	0.014795	0.009814	-0.067465	0.013241	0.045988	-0.048746	0.110776	0.097345	0.084160	0.006028	0.000708	-0.046382	0.028246	-0.112107	-0.004914	0.002293	0.059097	0.054976	-0.089770	0.064680	-0.007491	-0.026011	-0.074657	-0.064479	0.000519	-0.020680	-0.015404	0.028524	0.028524	0.116720	0.030557	0.028483	-0.007725	0.017860	0.037629	-0.038028
0.009450	-0.044487	-0.076722	0.088747	-0.060594	-0.107373	-0.025960	0.011692	0.078226	0.055721	-0.006806	0.039428	-0.055507	-0.018600	-0.006685	-0.097219	-0.026390	-0.073328	-0.055295	-0.057931	0.024447	0.038682	0.025800	-0.079991	0.092861	0.060201	-0.051235	0.027680	-0.105345	0.021409	-0.008987	0.087808	-0.022611	-0.032906	-0.031474	-0.005883	-0.095275	0.006075	-0.011359	0.011239	-0.006959	-0.056506	-0.056506	0.006673	0.045751	0.085903	0.046514	0.119997	-0.028376	-0.015725
