0.026538	0.010473	0.050469	-0.003613	0.060025	0.014650	0.037128	0.015081	-0.029884	0.023524	-0.014322	0.034880	0.067040	-0.003431
-0.084133	0.022636	0.002691	-0.066510	-0.030071	-0.031895	0.001774	0.040717	0.023909	0.030017	-0.009795	-0.029578	-0.045562	0.003177
0.009689	0.001518	0.043556	0.028807	0.034267	-0.014712	-0.009833	0.051009	0.049618	0.011937	-0.007096	0.003689	0.029121	-0.033098
0.036217	-0.060907	0.051494	-0.017860	0.001361	0.016598	-0.066108	0.042767	-0.015775	0.005435	-0.063766	-0.027688	0.051501	-0.002861
0.009375	0.027837	0.017039	0.020659	0.080539	-0.034343	0.012182	-0.025424	-0.034891	0.042196	-0.011951	0.037944	-0.040289	0.009531
0.039989	-0.027602	-0.078027	-0.020068	-0.038626	-0.032408	-0.014779	-0.011803	0.006257	0.134867	-0.044750	-0.027353	0.013032	-0.003528
0.007875	-0.023519	0.032324	0.038656	0.042229	-0.056801	-0.066021	-0.040520	0.023539	0.027536	-0.032281	0.037480	-0.019308	-0.021500
0.068241	0.023432	-0.053817	-0.056399	-0.051461	-0.007879	-0.041579	0.026763	0.012577	-0.013411	-0.112382	0.038707	-0.049860	0.041718
-0.093601	-0.020219	-0.032238	-0.024654	0.060179	0.083378	-0.015722	-0.053513	-0.018024	0.091815	-0.091526	-0.091622	0.023717	-0.001900
0.009449	-0.044522	-0.076945	0.088975	0.060234	-0.106738	-0.025972	0.012771	0.078794	0.053734	-0.007674	0.040216	0.026878	-0.006316
-0.073490	0.049762	-0.013465	-0.034110	0.067582	-0.005004	-0.048501	-0.009450	0.050281	-0.002344	-0.002132	-0.037965	0.028129	-0.000946
-0.057747	0.040574	-0.035113	-0.120306	0.133239	0.038662	-0.084526	-0.001637	-0.004693	0.032692	-0.012331	-0.159166	-0.000320	-0.087249
-0.078386	0.014989	-0.022864	-0.075014	0.031576	0.000797	-0.049462	0.016968	0.050794	-0.002492	0.045354	0.072807	0.037686	-0.027092
-0.007218	0.034984	0.050269	0.030734	0.050220	-0.024997	0.047849	0.019695	-0.046509	0.000383	-0.005110	0.045304	0.014070	0.038292
-0.027391	-0.085743	0.049580	0.014846	-0.061871	-0.037977	-0.068069	0.070948	-0.065582	0.020818	0.039003	-0.014037	-0.061420	-0.011153
0.016187	-0.074423	0.048312	-0.019399	-0.012878	-0.026586	-0.029274	-0.070677	0.015254	0.082452	0.056646	0.003969	0.037941	0.002096
0.033445	0.011166	0.042294	-0.022717	-0.000731	-0.011183	-0.015512	-0.031507	0.027304	0.045496	-0.035696	0.033014	0.023071	0.029051
0.054352	-0.034360	-0.086917	0.036071	0.084439	-0.041602	-0.025405	0.041098	0.027291	-0.011878	-0.037676	0.011734	0.059688	-0.019145
-0.069284	0.094146	0.005600	0.089082	-0.046960	0.012956	-0.088830	-0.030621	0.017944	0.006918	0.010050	-0.014953	0.058394	-0.026357
0.031695	0.014161	-0.045006	0.013589	0.035035	0.008135	0.005605	0.037143	-0.005055	0.036057	0.009289	0.020100	0.050613	-0.015500
-0.005354	0.034300	0.027508	0.015737	-0.016777	0.013716	-0.036437	0.040678	-0.009464	0.027289	-0.030836	0.008839	0.059366	-0.014284
0.009248	0.034263	0.057229	-0.013302	0.023205	-0.043604	0.018627	0.054192	-0.043765	0.021018	-0.049567	0.059999	-0.008218	0.004586
0.040835	0.022179	-0.061539	-0.044820	-0.056769	-0.024881	-0.043411	0.016388	0.006335	0.050259	-0.043489	0.029224	-0.045940	-0.014007
0.035359	-0.024139	0.038605	-0.021258	-0.024455	0.011219	-0.037326	0.087087	0.016283	0.057502	-0.064199	-0.009575	0.022705	0.024833
-0.015845	0.050111	0.034471	0.010567	-0.052530	-0.020599	-0.064940	-0.031864	-0.047869	0.065102	0.037728	0.092035	-0.037054	0.011819
0.003731	-0.106697	0.050460	-0.002324	-0.033339	0.012177	-0.108355	0.050381	-0.038228	-0.006895	0.014213	-0.082142	0.053492	0.003887
0.016972	0.060293	-0.001723	0.016611	-0.017610	0.095205	-0.035994	0.081424	0.004131	0.044213	-0.016303	0.040711	-0.023021	0.010858
0.004700	-0.104630	-0.065937	0.041808	0.031146	-0.059119	0.032187	-0.017185	-0.098021	0.146815	-0.004506	-0.002565	0.007379	0.030821
0.040225	0.016337	0.043637	-0.030766	0.025793	0.030267	0.003533	-0.031134	0.002695	0.043601	-0.047901	0.038573	-0.032721	0.005963
0.042912	-0.020177	0.038637	-0.047705	-0.013114	-0.019931	-0.061070	-0.039278	0.021921	0.042123	-0.045390	0.024052	-0.002443	-0.006157
0.026959	-0.001585	0.045695	-0.000343	0.054482	0.063891	0.025216	0.042535	-0.012569	0.011756	-0.022234	-0.021324	0.083871	0.009079
0.016200	0.032063	-0.029644	0.016015	-0.024836	0.007990	0.019031	0.035808	-0.015448	0.041234	0.015065	0.028256	-0.016013	-0.006236
0.018099	-0.012338	0.053332	0.024832	0.079496	0.029714	-0.038658	0.070092	0.071980	-0.024220	-0.022617	-0.050429	-0.056940	0.001868
0.005995	0.017965	0.050050	0.031680	0.035033	0.001846	0.020031	0.017344	-0.006549	-0.039698	-0.026835	0.009645	0.023170	-0.024013
0.037185	-0.004978	0.039408	-0.018123	0.026625	0.004445	0.013675	-0.057152	-0.008006	0.020637	-0.002102	0.020079	-0.003080	0.006605
0.026977	0.034536	0.047616	-0.026025	-0.016388	0.073116	0.003958	0.024033	0.023660	-0.008361	0.001621	-0.009853	-0.041270	-0.067154
0.044462	0.004359	0.033883	-0.047963	-0.030262	-0.033474	0.007421	-0.095499	0.011904	-0.032697	-0.052427	0.054611	-0.019636	0.022960
