0.026538	0.010489	-0.002715
-0.084130	0.022654	-0.001642
0.009688	0.001547	0.001354
0.036219	-0.060863	-0.015388
0.009376	0.027834	-0.040595
0.039984	-0.027605	0.010201
0.007873	-0.023506	0.007430
0.068238	0.023401	-0.035891
-0.093595	-0.020191	0.069349
0.009438	-0.044503	-0.004770
-0.073483	0.049835	-0.043134
-0.057726	0.040722	0.008327
-0.078389	0.015040	0.087711
-0.007217	0.034976	0.012560
-0.027392	-0.085734	0.096879
0.016183	-0.074397	0.060348
0.033444	0.011168	-0.010110
0.054348	-0.034317	0.031028
-0.069283	0.094152	-0.049312
0.031692	0.014175	0.003089
-0.005354	0.034314	0.001680
0.009248	0.034259	0.018034
0.040832	0.022158	-0.013047
0.035357	-0.024119	-0.002054
-0.015849	0.050078	-0.012123
0.003735	-0.106624	0.072051
0.016968	0.060265	0.020972
0.004693	-0.104643	0.015572
0.040225	0.016317	0.014522
0.042911	-0.020163	0.010244
0.026961	-0.001553	0.004454
0.016196	0.032032	-0.054967
0.018104	-0.012296	0.001074
0.005997	0.017967	-0.018523
0.037185	-0.004983	0.000756
0.026980	0.034521	-0.039125
0.044461	0.004324	-0.001116
0.053249	-0.010426	-0.021361
0.047323	0.012138	0.048054
0.020163	0.003567	-0.006322
-0.082673	0.071263	0.031547
0.045707	0.026960	0.013531
0.012963	-0.019333	0.001355
0.050259	0.021848	-0.042872
0.017613	0.040233	0.007904
0.017965	0.025511	0.014717
0.000744	0.043465	0.044833
0.051770	-0.019629	0.007152
0.024984	-0.055475	-0.001210
0.039604	0.008171	0.047936
0.020370	-0.031943	0.004709
0.001902	0.012181	-0.004919
-0.076578	0.071663	-0.034217
-0.106829	-0.146216	0.184036
0.038258	0.036982	0.016111
0.015251	-0.025293	-0.008247
0.022368	0.017078	0.021900
0.061808	0.012110	0.055760
0.022833	-0.089125	0.015446
0.034314	-0.013007	-0.007625
0.031332	0.021801	0.004356
0.044403	0.005509	0.008073
0.019712	0.016665	0.005869
0.009156	-0.003719	-0.003560
0.011640	0.009535	0.002656
-0.003679	0.004961	0.000101
0.022790	-0.072308	0.046841
0.038580	-0.029251	-0.026432
-0.071426	0.049630	0.008669
0.018802	0.031208	-0.036776
-0.017567	0.005991	0.002217
-0.106468	-0.059041	0.040445
0.010190	-0.009576	-0.007617
-0.073857	0.033078	-0.007942
0.023702	0.003357	0.007041
0.012957	0.002077	0.003382
0.025057	-0.020505	-0.002260
0.015825	-0.005318	0.002958
0.072551	0.019821	0.004741
-0.073890	-0.073428	0.100593
0.062908	-0.006742	-0.039510
0.048469	-0.034906	-0.014575
0.032633	0.001252	0.009295
-0.003766	-0.022137	0.018950
0.023653	0.010691	-0.017889
0.017617	-0.066439	0.022995
0.061135	-0.002014	0.002870
0.034784	0.003076	0.012454
-0.078970	0.047336	-0.041832
-0.107508	-0.083717	0.054306
-0.059057	0.031401	-0.020768
-0.063305	-0.038263	-0.042270
-0.088945	-0.038720	0.000925
0.044228	-0.021050	-0.020064
0.012828	-0.022078	-0.012639
0.051862	-0.046095	0.030239
0.024801	-0.018636	-0.011136
-0.078069	0.019193	0.045297
0.018169	-0.011203	0.004374
0.049552	-0.039615	-0.035780
0.034928	0.004811	0.020355
-0.026264	-0.141305	0.120953
-0.086789	0.022133	0.020389
-0.075071	-0.069405	-0.105526
0.032514	-0.046832	-0.000354
0.029207	0.000465	-0.007837
0.043363	-0.013695	0.019418
0.015615	-0.002780	-0.003046
-0.082314	0.031817	-0.023211
-0.072960	-0.025694	0.024879
0.046414	0.006998	0.019628
0.026617	0.030320	-0.009929
0.022868	-0.026397	0.006531
0.012453	0.024276	-0.018499
0.037747	-0.037467	0.029810
0.039068	-0.009644	-0.020743
0.028129	-0.011108	-0.016164
0.021124	-0.047712	0.016603
0.023918	0.028393	0.018368
-0.080260	0.016758	-0.005143
-0.079333	0.056495	-0.003072
-0.064672	0.071016	-0.007340
0.005672	0.025941	0.005068
0.051879	0.006758	0.023713
-0.089146	0.030745	-0.022140
