0.021189	0.001817	-0.024068	-0.036103	0.040781
0.003139	-0.000730	-0.036570	-0.014483	-0.000815
-0.036482	0.031724	-0.003712	0.034849	-0.022674
0.083178	-0.047865	0.023999	-0.065433	0.058862
0.013597	-0.005498	-0.031773	0.004837	0.002546
0.056847	-0.005638	-0.008449	-0.081843	-0.038424
0.004041	0.023203	0.022596	0.050946	-0.002945
0.004150	-0.000978	-0.033328	0.026819	-0.003408
-0.030738	-0.034467	0.022610	-0.030946	0.013439
0.014180	-0.014205	-0.006949	-0.010236	-0.005024
-0.033875	-0.018701	0.019862	0.009907	-0.010551
0.003476	0.059131	0.039967	-0.015528	-0.004641
0.037953	-0.009765	-0.029865	-0.052343	-0.040868
0.003533	-0.041452	-0.016475	-0.012583	0.034878
0.048797	-0.004462	0.018002	-0.037803	0.020432
-0.022923	-0.013129	0.014155	-0.024439	0.011060
0.015111	-0.021035	0.001579	0.027760	-0.000190
0.020454	-0.006939	-0.005998	0.040225	0.001600
0.020938	0.016268	-0.005413	0.001697	-0.030886
-0.045836	-0.059536	0.029392	0.015688	0.035659
0.049516	0.025226	0.025595	0.012535	-0.043990
-0.047173	-0.000940	0.038658	0.008360	0.039997
0.014684	0.035527	0.040855	-0.003491	-0.002741
-0.025804	-0.025603	-0.020613	0.014613	-0.049711
-0.008823	0.016492	-0.032991	0.021276	-0.008522
-0.014718	0.033132	0.005433	0.033093	0.028045
0.043265	0.035678	0.028890	0.024392	0.023709
0.048619	-0.010198	0.040248	0.011246	-0.036001
-0.006799	0.025258	-0.023710	0.012760	0.008793
0.035465	0.036409	0.017980	-0.011969	-0.045299
0.002180	-0.033749	-0.017765	-0.011191	0.021143
-0.014290	-0.043261	0.024420	-0.012733	0.023342
0.008791	0.017386	-0.059215	0.007517	0.066635
-0.006242	-0.061728	0.005795	-0.002709	-0.000433
0.016036	-0.008366	-0.071442	0.005985	-0.047988
0.012953	0.009166	-0.019137	-0.024507	-0.002463
-0.025541	0.015689	-0.003785	-0.031290	-0.006146
0.030336	0.029060	0.041732	0.033012	0.040412
-0.015321	-0.007381	-0.020800	0.031576	0.005619
-0.020835	0.027935	0.016516	-0.019964	-0.009638
-0.002484	-0.003934	-0.029890	-0.024138	-0.009045
-0.028846	0.016679	0.002449	0.003756	-0.010649
0.047087	0.022793	0.025619	-0.002478	-0.023771
0.002299	-0.007846	0.008324	-0.012353	-0.007050
-0.002302	0.028172	-0.015555	0.020212	0.017066
-0.030330	0.004874	-0.002395	0.022073	-0.026545
-0.031296	0.004286	0.018724	-0.009805	-0.020715
0.016003	0.042764	0.039077	0.004479	0.026275
0.005039	0.000404	-0.047867	0.021178	0.004540
0.009560	0.030303	0.020199	-0.021813	0.018718
0.001130	0.018780	-0.026704	0.031278	0.027993
-0.013720	0.017799	-0.032995	-0.000446	-0.005654
0.004429	-0.000757	-0.031250	-0.002868	-0.012812
-0.007860	-0.000081	-0.049822	0.018827	-0.034346
