0.048078	0.018324	0.017308	-0.022787	-0.022513
0.020042	0.015664	0.064215	0.038298	0.016480
0.043306	0.045831	0.027686	0.005277	-0.030106
0.000787	0.005169	-0.051199	0.004942	0.029136
-0.005868	0.001740	0.016169	0.044318	0.009748
-0.002279	0.007310	-0.003502	0.008165	-0.013175
-0.005989	0.044441	0.067418	-0.018570	-0.024263
0.015592	0.003060	-0.021695	0.031074	0.031789
-0.013136	-0.005090	-0.030743	0.009450	-0.006475
0.002099	0.002441	-0.024485	0.020315	0.020196
0.030077	0.018044	-0.014993	-0.040091	0.034980
0.016815	0.026898	-0.001196	0.048166	0.035644
0.036444	0.031254	0.024122	-0.007071	0.010777
-0.018147	0.024416	0.001721	-0.066142	0.104847
0.056884	-0.000951	0.034940	0.007617	-0.004720
-0.036904	-0.036323	0.027572	0.025350	0.012976
0.011943	-0.000082	-0.042711	0.022868	-0.067776
-0.011611	0.007145	-0.010807	0.032363	0.017268
0.001673	0.021921	0.037049	0.019957	-0.001662
0.001136	-0.006144	-0.038127	0.010346	-0.040407
-0.020246	-0.052819	-0.003142	0.042811	0.048400
0.009936	-0.052181	0.024871	0.025310	0.103862
-0.008762	0.022851	-0.006776	0.020050	0.005474
0.011937	-0.024510	0.020070	-0.042179	-0.061428
-0.034910	-0.032769	-0.003469	0.002823	0.018856
0.029359	0.040508	0.014316	-0.011729	0.017240
0.001431	0.021999	0.006839	0.020009	0.008246
0.016100	0.001498	-0.049117	0.003527	0.001250
-0.059228	0.022769	0.020287	-0.069729	0.124490
0.002179	0.014703	-0.026299	0.011801	0.022568
-0.027566	-0.030632	-0.021634	0.019867	-0.003870
-0.032079	0.032156	0.008441	-0.026488	0.022294
0.017130	-0.020918	-0.031626	0.015313	0.017022
0.000039	-0.035063	-0.017598	-0.034469	0.000174
0.006018	-0.041650	0.013126	-0.005019	-0.037626
-0.010232	-0.009102	-0.022265	-0.021766	0.012750
-0.011260	-0.028994	0.000410	-0.000170	0.024776
-0.024373	0.031770	-0.038093	-0.045135	-0.027473
0.047225	-0.111403	0.000069	-0.010326	-0.092612
-0.045300	-0.003733	0.032469	-0.063817	0.054637
-0.068015	0.026493	0.027835	-0.048484	-0.032065
-0.034306	-0.006727	0.002183	-0.064506	0.012456
0.036753	0.028035	0.034831	-0.022065	0.021311
-0.002889	0.001255	0.003876	0.017797	0.003594
-0.017169	-0.010197	-0.006564	-0.038643	0.025466
0.019366	0.019692	-0.014175	0.009709	0.003730
-0.043842	0.012857	0.022063	-0.023136	0.000453
-0.003828	-0.009355	-0.010946	0.036670	0.011620
-0.020763	-0.016501	0.007106	-0.009019	-0.021899
0.058783	-0.003759	0.029770	-0.013835	0.028617
-0.049100	-0.048811	0.054815	0.053099	-0.049093
0.055450	0.013384	0.015014	-0.041934	-0.002005
-0.004171	-0.004071	-0.040076	0.008540	0.033167
0.032826	0.017522	0.050921	0.043775	0.013110
-0.010752	-0.073407	0.050644	-0.002052	-0.088244
0.012022	-0.039138	-0.037096	0.034494	0.005256
-0.004966	-0.081071	0.056759	-0.022897	-0.141558
-0.023443	0.024642	-0.012844	0.031969	-0.052604
0.007982	-0.012780	-0.038960	0.029508	-0.007043
-0.054562	0.009441	0.002499	-0.045391	-0.068828
0.020120	-0.044679	-0.029259	0.002795	0.055753
0.018738	-0.028315	-0.033582	0.014561	-0.013738
-0.005891	0.017733	-0.007755	-0.018099	-0.005531
0.021474	-0.035382	-0.029459	-0.027528	0.007352
0.032330	0.024983	0.027538	0.064425	0.128858
0.010323	0.001184	-0.016877	0.001921	0.014142
-0.014210	-0.028407	0.012776	-0.012993	-0.007664
-0.010788	0.035756	0.011105	-0.021199	-0.038029
0.029230	0.022021	0.049726	0.002581	-0.004183
-0.035813	0.005012	0.000123	-0.013465	0.024087
-0.023348	0.019093	-0.024792	-0.047617	0.014389
0.007252	0.018913	0.046623	0.004068	-0.007101
0.017534	-0.014023	-0.024480	-0.009245	0.016349
-0.036659	0.005561	0.005655	0.022945	-0.010703
-0.009121	-0.030250	-0.016751	0.043533	0.029747
0.005985	-0.016558	-0.018624	-0.038177	0.015921
-0.016840	-0.010489	-0.033926	-0.007401	0.006114
0.011043	-0.036207	0.037530	0.009776	0.008447
-0.011211	0.022252	-0.019387	0.005904	-0.011574
-0.005704	-0.020384	-0.002394	0.028987	-0.006956
0.019274	-0.061962	0.014205	0.005010	-0.033922
-0.037285	0.011787	-0.026962	-0.022302	0.048467
-0.012017	-0.003469	0.030072	0.003658	0.009894
-0.012435	0.013576	-0.028330	-0.013201	-0.053758
0.000414	0.007583	-0.049646	-0.037683	-0.040678
0.018467	-0.000582	-0.008304	-0.010766	0.013159
-0.050712	0.017943	-0.007515	-0.032176	0.013155
0.007915	0.007787	0.003316	0.006068	-0.012400
-0.059082	0.003332	0.035357	-0.039503	-0.009955
-0.021055	-0.070569	0.028885	0.013364	0.049751
-0.014421	-0.040198	0.004682	-0.005570	-0.001081
-0.013899	-0.013828	-0.016828	-0.002262	0.004978
-0.050348	-0.010388	0.044302	-0.011495	0.004183
-0.020159	0.009782	0.005605	0.012691	-0.010264
0.006750	-0.013476	-0.039742	-0.000126	-0.002671
-0.018758	0.010074	0.056772	0.031566	0.009484
-0.015684	-0.064537	0.019347	-0.026439	0.079094
-0.024072	0.021173	0.000234	0.015774	-0.019900
-0.053872	-0.002634	0.022833	0.007046	0.044768
-0.022311	0.030153	-0.006858	0.001995	-0.037683
0.018378	0.008490	0.046423	0.044731	-0.085651
-0.041747	0.027138	-0.019647	-0.020053	0.017076
-0.026783	0.011747	-0.041998	-0.005273	0.003253
-0.035285	-0.006038	0.034612	0.033051	0.051157
-0.034391	0.027975	-0.003188	-0.031309	-0.089536
-0.001000	-0.045017	0.003282	-0.004195	0.071296
-0.024181	0.013190	0.019679	0.024667	0.005751
-0.011286	0.001127	-0.015258	0.012739	0.026537
0.007774	0.002464	-0.022297	-0.016349	0.006943
0.000437	0.009415	0.015708	-0.074344	-0.019347
0.038020	0.026641	0.002787	-0.060266	-0.019560
-0.047604	-0.023494	0.055743	-0.030520	-0.007673
-0.024781	-0.032569	0.027116	-0.007842	-0.012647
0.058909	-0.039587	0.025321	-0.019844	-0.015733
-0.003557	0.022468	0.015392	0.002798	-0.025404
0.073112	-0.044786	0.017366	-0.051560	0.127632
