-7.231435924768447876e-02	-3.432470140978693962e-03	4.619010165333747864e-02	3.039149567484855652e-02	5.191765725612640381e-02	4.177475720643997192e-02	1.040596738457679749e-01	-3.796153888106346130e-02	-2.084991522133350372e-02	3.649771586060523987e-02	3.365880809724330902e-03	1.133165135979652405e-01	-6.339459121227264404e-02	1.622391119599342346e-02	1.602041593287140131e-04	-1.360783074051141739e-02	-6.337800994515419006e-03	3.251068666577339172e-02	4.692442342638969421e-02	1.883529592305421829e-03
-8.736967295408248901e-02	1.028867717832326889e-02	-1.288489997386932373e-01	-2.188920974731445312e-02	-1.800053007900714874e-02	-2.339687198400497437e-01	-6.895065307617187500e-02	-4.128021188080310822e-03	3.874235600233078003e-02	-1.034970879554748535e-01	9.345797821879386902e-03	1.198481023311614990e-01	-5.482210218906402588e-02	4.480045661330223083e-02	1.148094795644283295e-02	2.359743416309356689e-02	3.897304087877273560e-02	-2.344593591988086700e-02	5.443976260721683502e-03	-7.992118597030639648e-02
-9.932217746973037720e-02	9.498026221990585327e-02	-1.005048900842666626e-01	-1.302409321069717407e-01	-1.736052036285400391e-01	4.445004090666770935e-02	8.107888698577880859e-02	-9.092754684388637543e-03	2.482911944389343262e-02	1.148734390735626221e-01	-3.090105578303337097e-02	-1.669620424509048462e-01	-8.281330764293670654e-02	4.406646639108657837e-02	4.522311966866254807e-03	-1.968278549611568451e-02	1.858019828796386719e-01	-3.717891499400138855e-02	1.246977224946022034e-01	6.092778220772743225e-02
8.341632783412933350e-02	7.803476601839065552e-02	-3.190909326076507568e-02	1.412151847034692764e-02	3.839644417166709900e-02	1.421842537820339203e-02	-7.790393382310867310e-02	7.792653143405914307e-02	5.318075418472290039e-03	9.253032505512237549e-02	2.285816520452499390e-02	7.196936011314392090e-02	-9.847840294241905212e-03	6.808993965387344360e-02	-4.691821336746215820e-02	1.103422604501247406e-02	-2.205438725650310516e-02	1.953725935891270638e-03	-7.910643704235553741e-03	-8.535101264715194702e-02
6.977613270282745361e-02	-4.840908572077751160e-03	-8.137330412864685059e-02	3.698932472616434097e-03	8.619635552167892456e-02	-5.230034142732620239e-02	-3.244874998927116394e-02	3.090856783092021942e-02	-7.127730548381805420e-02	1.031133681535720825e-01	-2.673663757741451263e-02	8.747259154915809631e-03	8.944871276617050171e-02	-4.050800949335098267e-02	-4.059769958257675171e-02	4.823457449674606323e-02	-4.972288757562637329e-02	2.893086709082126617e-02	-4.302013292908668518e-02	-7.742774486541748047e-02
5.832119379192590714e-03	-8.502209186553955078e-02	-2.478442713618278503e-02	3.211957216262817383e-02	-2.770981192588806152e-01	4.058289527893066406e-02	-2.422885596752166748e-02	7.555330544710159302e-02	1.324798911809921265e-02	-4.307813942432403564e-02	1.472585089504718781e-02	5.563309043645858765e-02	7.251584529876708984e-02	-3.543428778648376465e-01	-1.178589388728141785e-01	6.192068755626678467e-02	-3.250549361109733582e-02	-2.660426199436187744e-01	-1.338447779417037964e-01	3.258592262864112854e-02
-3.942395560443401337e-03	-1.152842864394187927e-02	-3.080351836979389191e-02	-2.696826308965682983e-02	-8.025117218494415283e-03	-1.350561976432800293e-01	8.693296462297439575e-03	4.391996189951896667e-02	-5.903317034244537354e-02	-2.622041851282119751e-02	-7.115536369383335114e-03	7.765771448612213135e-02	1.588841527700424194e-02	2.540970034897327423e-02	4.793411493301391602e-02	5.307140573859214783e-02	-2.092245966196060181e-02	-2.438954263925552368e-02	1.951158605515956879e-02	5.358051974326372147e-03
-2.448809333145618439e-02	-9.051266312599182129e-02	5.841153115034103394e-02	8.200114965438842773e-02	-1.712169847451150417e-03	-2.212695404887199402e-02	-6.761485338211059570e-02	1.581313647329807281e-02	2.924250625073909760e-02	3.320341929793357849e-02	-1.984233036637306213e-02	3.589676693081855774e-03	-5.680256336927413940e-02	7.317011803388595581e-02	-5.418732762336730957e-02	-1.087828911840915680e-02	9.819141589105129242e-03	5.638442188501358032e-02	-8.203076198697090149e-03	2.894606254994869232e-02
2.970853634178638458e-02	9.911897033452987671e-02	3.313838317990303040e-02	-2.394500374794006348e-01	2.649761736392974854e-02	3.981572762131690979e-02	-8.271281421184539795e-02	2.087578326463699341e-01	1.752395629882812500e-01	4.654712229967117310e-02	7.883361726999282837e-02	-8.628122508525848389e-02	2.517104707658290863e-02	-8.668681234121322632e-02	-2.412970736622810364e-02	-7.461427897214889526e-02	6.133146584033966064e-02	5.259433016180992126e-02	2.985750325024127960e-02	2.091828137636184692e-01
-3.829711303114891052e-02	-2.953696809709072113e-02	-1.228899345733225346e-04	-2.126316875219345093e-01	9.120352566242218018e-03	2.758543565869331360e-02	-2.045874670147895813e-02	-7.223097980022430420e-02	-1.427992060780525208e-02	5.754380673170089722e-02	-1.252752095460891724e-01	-2.048026956617832184e-02	7.646144181489944458e-02	-6.874037208035588264e-04	-5.000581964850425720e-03	-5.600405484437942505e-02	-2.482848707586526871e-03	9.687179327011108398e-02	7.089281082153320312e-02	5.716510489583015442e-02
