-7.227699458599090576e-02	-3.400837304070591927e-03	-1.017875038087368011e-02
-8.738580346107482910e-02	1.020377408713102341e-02	-3.483852371573448181e-02
-9.924813359975814819e-02	9.524907171726226807e-02	-2.288061194121837616e-02
8.341041952371597290e-02	7.795286923646926880e-02	-1.202588304877281189e-01
6.979750096797943115e-02	-4.998135846108198166e-03	-2.016793377697467804e-02
5.917392671108245850e-03	-8.517466485500335693e-02	4.634481668472290039e-02
-3.962976392358541489e-03	-1.152103208005428314e-02	-1.098524546250700951e-03
-2.449340932071208954e-02	-9.047613292932510376e-02	-2.129806391894817352e-02
2.954888530075550079e-02	9.934747964143753052e-02	-3.293098136782646179e-02
-3.834156319499015808e-02	-2.931658923625946045e-02	3.331195190548896790e-02
1.933196745812892914e-02	-1.536086201667785645e-01	-5.559243727475404739e-03
1.468400284647941589e-02	5.976265668869018555e-02	1.635926775634288788e-02
2.151440083980560303e-02	9.739407151937484741e-02	3.609353676438331604e-02
-4.448772594332695007e-02	3.226640820503234863e-02	1.891895197331905365e-02
5.868360865861177444e-03	1.103993654251098633e-01	4.433143883943557739e-03
-2.826813608407974243e-02	-1.105767562985420227e-01	1.403451524674892426e-02
6.328964978456497192e-02	1.887193880975246429e-02	1.846156455576419830e-02
3.568325564265251160e-02	2.047107927501201630e-02	2.246237173676490784e-02
-3.932828456163406372e-02	4.248835146427154541e-03	-2.522266283631324768e-02
5.646248161792755127e-02	-8.149656653404235840e-02	2.544123493134975433e-02
-1.174571216106414795e-01	3.698495030403137207e-02	-5.890378728508949280e-02
-2.715824521146714687e-04	-2.133831381797790527e-03	1.492874871473759413e-04
-1.021125447005033493e-02	-8.792713284492492676e-02	5.994977056980133057e-02
1.204708497971296310e-02	-2.908508293330669403e-02	2.399503719061613083e-03
-7.297266274690628052e-02	9.576769173145294189e-02	1.745150424540042877e-02
7.719928026199340820e-02	-3.002366237342357635e-02	2.145349606871604919e-02
7.814066857099533081e-02	-5.078272521495819092e-02	8.349454402923583984e-02
1.258651018142700195e-01	1.531695127487182617e-01	2.113856561481952667e-02
2.834187634289264679e-02	-4.767664149403572083e-02	-5.676690954715013504e-03
-8.413241058588027954e-02	-4.744543507695198059e-02	1.120805069804191589e-01
-1.002463325858116150e-01	7.641552388668060303e-02	-6.941887736320495605e-02
1.061180755496025085e-01	-3.508170694112777710e-02	-5.402012169361114502e-02
5.676527321338653564e-02	-9.351506829261779785e-02	-5.928480997681617737e-02
1.892186142504215240e-02	4.308506846427917480e-02	-6.950093898922204971e-03
4.363312385976314545e-03	-8.161810040473937988e-02	3.241609409451484680e-02
4.916661605238914490e-02	2.332862839102745056e-02	-2.696369308978319168e-03
7.743611931800842285e-03	-1.031123250722885132e-01	-4.569796100258827209e-02
-1.203576326370239258e-01	-1.458740085363388062e-01	-9.812232851982116699e-02
5.063677206635475159e-02	-6.136381626129150391e-02	-3.573141619563102722e-02
1.424335539340972900e-01	3.243067115545272827e-02	8.044894784688949585e-02
6.926909089088439941e-02	8.357856422662734985e-03	6.256363820284605026e-03
6.709242612123489380e-02	-9.216571599245071411e-02	1.517765372991561890e-01
7.189327478408813477e-02	-4.945259541273117065e-02	3.788426518440246582e-02
6.006213650107383728e-02	-9.688583761453628540e-02	-1.061238050460815430e-01
-4.394909366965293884e-02	4.053679853677749634e-02	4.258583858609199524e-02
8.984933793544769287e-02	-1.133255138993263245e-01	-5.742225050926208496e-02
7.598882168531417847e-02	-3.156232461333274841e-02	1.006691977381706238e-01
-1.734374836087226868e-02	-1.095178499817848206e-01	-8.576508611440658569e-02
