-7.236759364604949951e-02	-3.272506408393383026e-03	4.628651589155197144e-02	3.002998977899551392e-02	5.192066729068756104e-02	4.359780997037887573e-02	1.036975532770156860e-01	3.508092090487480164e-02	-2.005413733422756195e-02	3.733868524432182312e-02	5.940496455878019333e-03	1.141042858362197876e-01	-6.157232075929641724e-02	1.108219008892774582e-02	-1.239735167473554611e-02	-7.495077326893806458e-03	6.457573268562555313e-03	-5.471856798976659775e-03	5.093183740973472595e-02	4.884261265397071838e-02	-2.722238190472126007e-02	5.282342061400413513e-02	-2.568589709699153900e-02	2.913245186209678650e-02	4.665959626436233521e-03	-2.157884277403354645e-02	-2.157884277403354645e-02	6.621812283992767334e-02	1.385159045457839966e-02	7.183863315731287003e-03	-4.930478334426879883e-02	-3.407598659396171570e-02	4.264219664037227631e-03	4.264219664037227631e-03	2.162060141563415527e-02	3.052237443625926971e-03	8.090836554765701294e-02	-4.569381847977638245e-02	-8.043643832206726074e-02	8.854153566062450409e-03
-8.727600425481796265e-02	1.020046044141054153e-02	-1.287083476781845093e-01	-2.133755944669246674e-02	-1.899813674390316010e-02	-2.345018833875656128e-01	-6.611913442611694336e-02	8.265207521617412567e-03	3.596507385373115540e-02	-1.047579124569892883e-01	8.646627888083457947e-03	1.259289681911468506e-01	-4.824201390147209167e-02	4.214206337928771973e-02	2.322005853056907654e-02	1.626696623861789703e-02	4.496365040540695190e-02	-1.792966388165950775e-02	-2.016564458608627319e-02	1.766485534608364105e-02	-4.171591252088546753e-02	3.907508030533790588e-02	9.924715012311935425e-02	-3.909721225500106812e-02	-2.986210398375988007e-02	-9.103463590145111084e-02	-9.103463590145111084e-02	-8.278578519821166992e-02	-3.442678228020668030e-02	4.654758051037788391e-02	-2.143363803625106812e-01	1.381634175777435303e-01	-3.060995601117610931e-02	-3.060995601117610931e-02	5.167889595031738281e-02	-1.452131569385528564e-01	6.441781297326087952e-03	-6.221351772546768188e-02	-1.532504260540008545e-01	-2.999774217605590820e-01
-9.947786480188369751e-02	9.471827745437622070e-02	-1.009860336780548096e-01	-1.304894536733627319e-01	-1.774147301912307739e-01	4.619594290852546692e-02	7.761020958423614502e-02	1.113587524741888046e-02	3.159819915890693665e-02	1.159585341811180115e-01	-3.062715567648410797e-02	-1.717546582221984863e-01	-9.653068333864212036e-02	4.307002574205398560e-02	-7.629240397363901138e-03	1.436786726117134094e-02	1.906641870737075806e-01	-1.917300224304199219e-01	1.446064114570617676e-01	-4.819743707776069641e-02	1.122647970914840698e-01	-3.974626660346984863e-01	-7.765667140483856201e-02	3.004505671560764313e-02	1.180030927062034607e-01	-7.803554087877273560e-02	-7.803554087877273560e-02	5.339509621262550354e-02	-1.383747011423110962e-01	3.588517382740974426e-02	-9.212204813957214355e-02	-1.725936233997344971e-01	1.292719841003417969e-01	1.292719841003417969e-01	-1.385943144559860229e-01	-6.079880893230438232e-02	3.648234158754348755e-02	-4.495846852660179138e-02	1.739436388015747070e-01	-1.598344743251800537e-02
8.352638036012649536e-02	7.814758270978927612e-02	-3.219358623027801514e-02	1.438503619283437729e-02	3.875687718391418457e-02	1.231439504772424698e-02	-7.899831980466842651e-02	-7.639252394437789917e-02	6.525750737637281418e-03	9.376484155654907227e-02	2.395519800484180450e-02	6.788761168718338013e-02	-1.754465140402317047e-02	5.740061774849891663e-02	1.501324586570262909e-02	-5.163794755935668945e-02	-3.055090270936489105e-02	4.605543334037065506e-03	7.674422231502830982e-04	-1.685482449829578400e-02	2.458550035953521729e-02	-5.295965820550918579e-02	7.694683037698268890e-03	7.120545208454132080e-02	7.210589945316314697e-02	-6.822399795055389404e-02	-6.822399795055389404e-02	5.483746528625488281e-02	2.777684945613145828e-03	7.933032512664794922e-02	1.058305501937866211e-01	-4.993643239140510559e-02	4.479004442691802979e-02	4.479004442691802979e-02	-3.244864195585250854e-02	-2.825000137090682983e-02	-1.954586058855056763e-02	-5.193418264389038086e-02	-2.902795933187007904e-02	-4.069709777832031250e-02
6.980344653129577637e-02	-5.087336059659719467e-03	-8.128862828016281128e-02	4.066987894475460052e-03	8.640111237764358521e-02	-5.345313996076583862e-02	-3.109032474458217621e-02	-3.181385248899459839e-02	-6.851065158843994141e-02	1.054514199495315552e-01	-2.472344413399696350e-02	5.146790761500597000e-03	8.497878164052963257e-02	-4.310670122504234314e-02	4.223737865686416626e-02	-4.010539129376411438e-02	-5.861224979162216187e-02	3.864207118749618530e-02	-1.775785465724766254e-03	-3.915497660636901855e-02	-1.541420072317123413e-02	-1.126074977219104767e-02	3.296586126089096069e-02	-6.807574629783630371e-02	2.025284245610237122e-02	-2.801727131009101868e-02	-2.801727131009101868e-02	-4.551550000905990601e-02	5.529642105102539062e-02	-5.384404677897691727e-03	2.224737778306007385e-02	-3.179195150732994080e-02	1.975223049521446228e-02	1.975223049521446228e-02	-6.566035095602273941e-03	4.981636628508567810e-02	4.105292260646820068e-02	5.771538242697715759e-02	2.124356478452682495e-02	2.723339945077896118e-02
5.672715138643980026e-03	-8.487188816070556641e-02	-2.471764571964740753e-02	3.211806342005729675e-02	-2.748993635177612305e-01	4.195380210876464844e-02	-2.700426056981086731e-02	-7.460681349039077759e-02	1.165051572024822235e-02	-4.358858615159988403e-02	1.421420089900493622e-02	5.228118225932121277e-02	7.795549184083938599e-02	-3.557240962982177734e-01	6.911628693342208862e-02	-1.043389067053794861e-01	-1.207440346479415894e-02	-1.768433749675750732e-01	-1.483460217714309692e-01	-1.712390780448913574e-01	-7.590111345052719116e-02	2.491531893610954285e-02	-3.678295761346817017e-03	7.549197971820831299e-02	-5.152929574251174927e-02	3.908987715840339661e-02	3.908987715840339661e-02	-7.112644612789154053e-02	6.642692536115646362e-02	6.366521120071411133e-02	5.888701602816581726e-02	1.531491577625274658e-01	1.478829234838485718e-01	1.478829234838485718e-01	1.246639192104339600e-01	-2.627699375152587891e-01	1.618476659059524536e-01	9.078907221555709839e-02	-1.193262785673141479e-01	-6.593430042266845703e-02
-3.853200469166040421e-03	-1.148062758147716522e-02	-3.065364249050617218e-02	-2.682493440806865692e-02	-8.341787382960319519e-03	-1.348777562379837036e-01	1.165418606251478195e-02	-4.519167542457580566e-02	-6.124783679842948914e-02	-2.651116251945495605e-02	-8.974111638963222504e-03	7.809949666261672974e-02	1.583966054022312164e-02	2.048894390463829041e-02	4.318259656429290771e-02	5.009952560067176819e-02	-2.917932160198688507e-02	-3.983218222856521606e-03	-3.868433833122253418e-02	1.159926876425743103e-02	3.346522152423858643e-02	-3.996697440743446350e-02	2.536400593817234039e-02	1.340958406217396259e-03	1.874403655529022217e-02	1.870607025921344757e-02	1.870607025921344757e-02	-4.123792052268981934e-02	3.363279858604073524e-03	5.545363947749137878e-02	1.797021552920341492e-02	-1.025097295641899109e-01	1.429575309157371521e-02	1.429575309157371521e-02	-9.368955343961715698e-02	3.871572203934192657e-03	1.095507759600877762e-02	4.968249704688787460e-03	-7.622210681438446045e-02	-7.974339276552200317e-02
-2.455860748887062073e-02	-9.049046039581298828e-02	5.846689268946647644e-02	8.243131637573242188e-02	-1.490180497057735920e-03	-2.333156391978263855e-02	-6.823460012674331665e-02	-1.353621296584606171e-02	3.129057958722114563e-02	3.351002559065818787e-02	-1.966963708400726318e-02	4.812262021005153656e-03	-5.946075171232223511e-02	6.803977489471435547e-02	-5.919024813920259476e-03	-5.454033613204956055e-02	-3.640021663159132004e-03	4.397889226675033569e-02	2.642190642654895782e-02	-9.935304522514343262e-03	8.917104452848434448e-02	-8.071606978774070740e-03	3.148008836433291435e-03	-7.735807448625564575e-02	-1.745857112109661102e-02	-9.667943231761455536e-03	-9.667943231761455536e-03	4.596725851297378540e-02	6.427124142646789551e-03	1.259747147560119629e-02	3.724372014403343201e-02	4.534111823886632919e-03	-2.016516961157321930e-02	-2.016516961157321930e-02	5.267505720257759094e-02	-3.908898681402206421e-02	-4.194824770092964172e-02	-3.002568148076534271e-02	3.321948647499084473e-02	9.422376751899719238e-02
2.953935600817203522e-02	9.914984554052352905e-02	3.305598720908164978e-02	-2.377397119998931885e-01	2.575754560530185699e-02	3.710484132170677185e-02	-8.488155901432037354e-02	-2.029671519994735718e-01	1.733837127685546875e-01	4.930472001433372498e-02	8.161987364292144775e-02	-8.716059476137161255e-02	2.227567508816719055e-02	-8.389387279748916626e-02	-8.103909343481063843e-02	-1.296092569828033447e-02	7.340356707572937012e-02	-3.412013873457908630e-02	1.008795201778411865e-01	-3.156900033354759216e-02	-5.631794407963752747e-02	-5.960217863321304321e-02	-1.037697345018386841e-01	-3.474936187267303467e-01	-3.047088086605072021e-01	1.230252832174301147e-01	1.230252832174301147e-01	-2.123784869909286499e-01	-3.286736458539962769e-02	1.573287546634674072e-01	-7.579202204942703247e-02	1.259602010250091553e-01	-2.612797170877456665e-02	-2.612797170877456665e-02	3.676730021834373474e-02	6.252988427877426147e-02	-1.444301158189773560e-01	-2.512274980545043945e-01	-2.633466124534606934e-01	6.682381033897399902e-02
-3.841460123658180237e-02	-2.964206039905548096e-02	-2.157856943085789680e-04	-2.124734222888946533e-01	8.297874592244625092e-03	2.681499533355236053e-02	-2.134075015783309937e-02	7.150389999151229858e-02	-1.186547800898551941e-02	6.202870234847068787e-02	-1.223581135272979736e-01	-2.053224854171276093e-02	7.593240588903427124e-02	4.127028398215770721e-03	-5.133397504687309265e-02	-1.485933084040880203e-02	1.704311370849609375e-02	-4.510086029767990112e-03	1.355062723159790039e-01	5.064286291599273682e-02	-7.185916602611541748e-02	-1.082550827413797379e-02	5.985291302204132080e-02	3.097949177026748657e-02	6.859093904495239258e-02	-5.400459468364715576e-02	-5.400459468364715576e-02	3.609741479158401489e-02	3.110787831246852875e-02	2.630040689837187529e-04	-7.205928117036819458e-02	5.854392424225807190e-02	2.782518975436687469e-02	2.782518975436687469e-02	1.905256137251853943e-02	-5.894208326935768127e-02	9.367990493774414062e-02	3.636626154184341431e-02	-1.078657060861587524e-02	8.608283847570419312e-02
