4.087157945477817682e-03	-2.907312723501235055e-02	1.407741459276080041e-02	-6.643027554032334900e-03
5.291675136098978466e-03	-4.616477312961735427e-03	1.746924105314351730e-02	-3.035973929001082629e-03
-3.837404180177619861e-02	8.394802042477417237e-03	1.952849776006619978e-02	3.297041159099752677e-02
2.845463784142947608e-02	-6.274689030872200590e-03	1.441551773632949660e-02	2.224085753682091687e-02
2.348407794763261724e-02	1.164173742760582150e-02	2.995371153436073366e-02	-1.361514704401405387e-02
1.216917382598383356e-02	-1.718003073959221624e-02	1.711981801250517590e-02	-1.208147355112724163e-02
7.042178045505437592e-03	1.176784748686754423e-02	-3.311249375013845114e-02	-1.404431036665318606e-03
2.009483421641182748e-03	-1.555582079711132978e-02	-1.102261154228097520e-02	-4.643230708437354713e-03
-5.404753345645128826e-02	-2.953135320064390751e-03	1.894393022923730394e-02	-5.590966947772840756e-02
1.318497019467710848e-02	6.765717382914966747e-04	-1.442276935522906253e-03	1.200062830584479497e-02
-7.141001888147003110e-03	1.687055209740293688e-02	-3.363030916793555147e-02	-3.922848866046380924e-03
2.075171586332006171e-02	-3.431514784958430986e-02	-9.649339036089853161e-03	1.013586594406350530e-02
2.363419715417568526e-02	-2.686895856127013635e-02	6.930602268828119604e-03	5.401096558868037981e-03
-1.368758596987582239e-02	1.090489915076642800e-02	-2.277351204185317987e-02	1.158635571273474406e-02
2.087708969032754658e-02	3.073775812515795389e-02	2.040763452272761208e-02	1.258276265287920810e-02
3.271660450389794056e-02	3.347218921819046511e-02	3.060999497459781019e-02	1.315390852535296834e-02
2.326196824577236779e-03	2.692756621978522127e-02	2.160657840927091271e-03	-7.802432501964382157e-03
-2.828825466376503478e-02	1.072680613774932776e-02	2.696857024598468128e-02	1.226427360317908916e-02
-9.547205905685024821e-03	2.925106275734838408e-03	3.087027259781662675e-02	2.676721100690582569e-03
1.877985037444849029e-02	3.357784977284875017e-02	3.412245301240769690e-02	-3.200479452405700226e-02
1.151564152047199890e-02	-6.248101763966590555e-05	2.206173555463837935e-02	2.601367550092356044e-03
-4.410189778509169579e-03	1.701496800592336434e-02	-4.192511792672513199e-02	1.175439680694665258e-03
1.581342206754800944e-02	-3.170667794539469564e-02	-2.039888183836778210e-02	-9.520850160869192072e-03
-5.602330084527809215e-03	2.281484551988991610e-02	-2.907604194421220187e-02	-1.951148428713742403e-02
3.583946171196172870e-03	-5.288537184432394976e-03	-1.677296275150054429e-03	-2.451006292597100885e-04
2.662754918514749491e-02	8.319333182335797439e-03	8.810599590586158658e-03	1.078193514070286546e-02
3.234338265385151151e-02	3.656417205317705199e-02	3.243590162694028056e-02	3.313130843444175161e-02
2.148476432706171446e-02	-3.124896021911732248e-04	1.653699616899884095e-02	1.211076246784262983e-02
9.389985942357521875e-03	4.153101195408144541e-02	-2.816673382682368873e-03	1.303937089495202893e-02
6.785775942253231136e-03	1.621789998732613754e-03	7.179755942496292287e-03	4.186241313587853001e-03
5.323290826834649846e-03	2.386661665934677184e-02	-3.036989383590166583e-02	4.077234845423181875e-03
-1.228036538731999694e-02	3.414432665738945105e-02	2.300149380959372672e-02	1.995324610194745135e-02
1.329473604122654098e-02	3.308691622762542639e-02	-2.605235924776207884e-02	1.519380866687582848e-02
-1.883097205640138190e-03	-9.868035173798032217e-03	-4.268484570036220477e-02	4.867938183296236952e-04
-5.006531929768734401e-02	-2.983546230254241829e-02	3.872618091908943110e-03	-2.731265566404038770e-03
2.156424998972740134e-02	2.988177423051499929e-02	-2.316732162638744652e-02	2.518989083951913253e-03
-3.466300655054159463e-02	3.455684135761978582e-02	-3.104005532707745929e-02	1.455442981256619035e-02
-3.535084787916673715e-03	-1.339934062717659628e-02	-1.987596284523080251e-02	-6.636732846915046127e-03
1.153593005572071256e-02	-1.425808577232770373e-02	7.038599905618118241e-03	4.220706797438612823e-03
-3.012149221353909584e-02	4.011992387431885000e-03	-4.702150852386102059e-02	-5.209840095815604886e-03
1.782822909242551962e-02	-4.053139108953924402e-02	-3.365879380914310083e-03	-2.628211811473341736e-03
2.184340800988911376e-03	-3.324607809648928020e-03	-4.279645908711807861e-02	1.650564308271845965e-03
-1.081853819138178970e-02	-4.042462737507994397e-02	-7.516854231029682261e-03	-2.897000892261641231e-02
3.778379895232038266e-02	1.228590954984584878e-02	2.386699169612697610e-02	2.519948822260071816e-02
1.648587488049416822e-02	4.044148309374375090e-03	1.416066444475326536e-02	8.955602899669812614e-03
-1.323125530439684663e-04	-7.633314786249211989e-03	1.992803592582891720e-02	-6.148647878409828522e-03
3.488433675076086510e-02	-2.749645195535005415e-02	6.245618442648486097e-03	1.666504445071241569e-02
3.144941035368737509e-02	7.509150641180850627e-03	2.298520736711105392e-02	2.095022182959208751e-03
-1.367570571889197700e-02	9.032055627375213183e-03	-6.301174410141636983e-02	-2.665947674671312415e-03
3.037087622032905512e-02	-2.403016018493096470e-02	1.212834237567719971e-02	5.913183801359419602e-03
1.222790513240054437e-02	-9.431685267559521829e-03	-4.647005091407598563e-03	-4.471023767901556763e-03
2.822452450071081566e-03	-1.021658046743588802e-02	2.089719726983827602e-02	4.552141072384236625e-03
7.048770226634823097e-03	2.161257562867260548e-02	-8.935537751318799182e-03	3.044914707908044811e-03
3.598633785627898193e-03	-2.123518419061914617e-02	-1.380272598702708686e-02	-2.999341063117375353e-04
2.049656770139415482e-02	-2.129613600553565463e-03	1.717484478358691571e-02	-1.229658700289420516e-02
-9.164169690037005100e-02	-1.915252714172746909e-02	2.852449592354128552e-02	2.215570593742031691e-01
1.410155763798941544e-02	9.441064025768150514e-03	2.195080402722622906e-02	6.094747994110355635e-04
-5.528810093457737357e-02	-8.459453761044179523e-03	-1.163749452684729666e-02	3.684910591283071385e-02
2.792432631204029569e-02	1.943442635357729188e-03	1.790048378228470752e-02	-1.318982171933098194e-03
-2.588501135961415733e-02	-4.061636676962482317e-02	1.801980775704377369e-02	4.580735848772740301e-03
3.753178231745387533e-02	-5.226985712411680307e-02	-8.688148588359279403e-03	-1.929135446634935164e-02
-2.458689969322926105e-02	-4.210956317322654338e-03	-2.253981246058867766e-02	9.797304620014468321e-03
