6.542198155835586559e-03	-2.501187143383749867e-02	1.060769398006058441e-02	8.270635934359810149e-03	1.172192064251177147e-02	-1.041949261288196808e-02	-2.210432220832557124e-02	-8.084252777314952093e-03	-1.050418128963254670e-02	-1.003506618835354504e-02	3.502893690387702281e-03	3.538401804912730264e-02	-3.098662612386769016e-02	6.773647139514999208e-03	-2.297814691355643674e-02	-3.482105421533415474e-03	2.138504390824229329e-02	-2.046545835561480731e-02	3.054600906828792636e-02	-3.577279534923603291e-03	-3.597258435330016879e-02	1.717065565986922865e-02	-4.725408431186670956e-03	-1.531671286059242340e-03	-1.438574421562033301e-03	-2.731689359433527725e-02	-1.508085736160095884e-02	1.539938978174082993e-03	3.513731377652478532e-02	5.989185915552949595e-03
7.279774412339026779e-03	4.184397669855376319e-03	1.780246704102574420e-02	1.891602979848085175e-02	2.043140753128980594e-02	-5.645084442958795551e-02	-2.251513143194194475e-03	-8.360912067376099349e-03	-3.996203538965711725e-03	1.318677151688891873e-02	-1.133647470652991360e-02	-3.397415335254506258e-02	3.224283159686944927e-02	-1.502272687751785192e-02	4.975669585972711598e-03	8.468896114851685517e-03	9.461955365610199425e-03	-1.809409178831519749e-02	-1.764503003279075874e-02	-3.036756666440595248e-02	1.675189627700764822e-02	3.710796952259420769e-03	-2.138902370942499104e-02	-1.113561107944625894e-04	3.494131775357466529e-04	-1.310226245236841003e-02	9.889207846027196769e-03	3.573201345518101785e-03	1.495827279823992197e-02	-4.521038967538052941e-03
-3.068568193036598848e-02	6.828804885184336371e-03	2.270934527420780460e-02	-1.279768599807982847e-02	4.077348672583934464e-02	2.845262570156632115e-02	-9.080424585622654671e-03	-1.631205597135272634e-02	-1.531586319155563841e-02	-1.836774916074128058e-02	2.381995284578613051e-02	-5.153263993536075921e-02	7.333373069576169280e-03	2.053248378565050106e-03	2.561702001582908533e-02	1.605890745974936432e-02	-3.794246029083086363e-02	3.413910798360907800e-02	-2.681508002684436162e-02	1.113519090222073703e-02	-4.067408787373179291e-02	-1.810706930055729427e-02	2.423651825625437045e-02	1.862742289318612687e-02	3.343046890129625776e-02	-2.392510884020173159e-02	-1.627561765200557023e-02	4.758082066947093985e-03	2.392349984472720223e-02	3.233600865309085859e-02
3.020266570831986117e-02	-5.103449766157660238e-03	1.586496071159272658e-02	-1.367325612238915432e-02	1.142331175657282892e-02	-2.266450007918754950e-02	2.406942896510446891e-02	-1.523486523674176009e-02	2.226511358447685884e-02	1.463259470714382143e-03	1.146357638480444661e-02	-1.400495355324402579e-02	-1.892649589146309583e-02	5.746252550824441918e-03	2.744708337008106101e-03	6.499974897578580414e-03	1.009125074373093747e-02	5.848350019094372340e-03	-5.755110583145948110e-03	3.793465625320967087e-03	-2.839812084444602504e-03	3.295598463094280214e-03	5.425137037597508455e-03	-4.443256736258227590e-03	1.221804047999259374e-02	-8.757457266129330120e-03	-1.274074384670116633e-02	-1.552701672635413595e-02	-1.706181762586080411e-03	-1.436863110616247441e-02
2.424771164573744087e-02	1.826454372892468911e-02	2.754993958968970230e-02	-4.437841374967715392e-03	-1.329540511937006737e-02	4.501173562840200468e-03	3.004592015646283948e-02	-1.546437456536976524e-03	-6.230856723659112671e-05	1.553094882040023141e-02	-1.241202351361061357e-02	2.315374944886734732e-02	5.906523941678717103e-03	-1.422001754730405597e-02	-6.941585175243061845e-02	-1.324106651765970082e-02	-1.706179099935840882e-02	4.290288064286749276e-02	-3.308471081928283236e-02	-3.089123960269838862e-02	-5.340848183359097473e-02	9.334530958160272215e-03	-1.570586113909995876e-02	-2.683438484825585724e-02	-7.362449878416256477e-03	-3.196909869706993784e-02	-3.849419953997608446e-02	-9.715784954426379821e-03	-1.938251302885956489e-04	-3.950876061169751423e-03
1.239313253277508041e-02	-1.398261613325922810e-02	1.808753481336356633e-02	3.685902050176334890e-03	1.789950881220625858e-02	-2.435160004288473151e-02	1.248909573132268684e-02	2.682738012532647712e-03	5.451607901054630889e-03	-1.914455965280817970e-03	1.964230970406989542e-03	1.925231922127765630e-02	1.286803812318737181e-02	-1.208593873073824515e-02	-3.900057219339073122e-02	-3.774603184956358895e-03	1.133679478114481103e-02	-2.465557129546413258e-03	-3.184123245276196390e-02	-6.300597605610976093e-03	-1.826575755896584982e-02	-2.918709593687729767e-02	7.790112026810848758e-03	-8.274711884342460938e-03	-1.192349034618154363e-02	-3.798178685304780190e-04	-1.097444184703062894e-03	4.242353859805779448e-03	-3.392799679734757184e-02	2.928205137839930573e-03
5.228874041100122980e-03	1.078766318278845220e-02	-3.050047296989094950e-02	-5.751468136738791675e-02	-1.202095361115421666e-02	-1.606673661853517954e-02	-5.510269968329118556e-02	1.583825305241080101e-03	-8.360842689736740219e-03	2.224102955473658029e-03	-1.299968503141723727e-02	-1.051334114805987409e-02	-1.361977638768708913e-02	6.670954329880381464e-03	1.334962568217137012e-02	-5.881485905543717800e-03	2.198963422862855108e-02	7.852647202196480838e-03	-9.615776375330039108e-03	5.407808309740600415e-03	-8.842099155095180804e-04	5.492317817352091423e-03	-3.192464275660709949e-02	2.979941540926786883e-02	-4.947870813296230408e-02	-2.985255123385324727e-02	-4.655885004359197610e-02	-2.830776939009485224e-02	-8.504822173908790570e-03	-3.311873730847334635e-02
6.247504405932487355e-03	-7.738117075909690078e-03	-9.381306264799127784e-03	4.297142548003758666e-02	-2.820384212161361481e-02	4.337084567589753054e-02	-2.003682133972610468e-02	-7.572049867052435546e-02	8.082948652947603060e-04	3.426445238287129796e-02	-6.497902911950018123e-02	1.972766105138779730e-02	-4.948775872703621570e-02	-3.638561221999064149e-02	-6.668502665715393685e-02	-8.751726232224917024e-02	4.115943414594754740e-02	7.057807867582600522e-03	1.537474468384457046e-02	-2.296008713128825859e-02	2.304638599187827652e-02	3.017430071464243316e-02	3.499025591065761664e-02	1.304139251957497567e-02	5.210597618398282727e-02	-3.412529624986918031e-02	2.550239994628848358e-02	-1.894854950817992378e-02	-1.932719885609164578e-02	1.481251377442651708e-02
-5.070072728863149469e-02	5.200496068242435989e-04	1.942416583117237763e-02	-3.384934437838862248e-02	2.217982727604821472e-02	1.241690303367572190e-02	1.525032649882370438e-02	-3.198405978379529474e-02	-3.693052396247886553e-03	3.463455245189989238e-03	2.355796428861807457e-02	-3.204069364792234281e-02	1.708871575086835792e-02	4.579234450412637478e-03	3.634023414788500883e-02	1.420962383267126289e-02	-1.257059419001342430e-02	-1.251272506428586714e-02	1.010690050495068049e-02	1.102608034531850183e-02	-4.445231959072334579e-03	3.272393688497145237e-02	-1.915382983581589635e-02	-2.991608072993872866e-02	-2.876550554241480429e-02	-2.859000288649241397e-02	1.849086757733376524e-02	-1.446702022615370745e-03	3.975838715495761538e-02	-2.037256741792409925e-02
1.672301616639911698e-02	5.251251456643171375e-03	1.991439581621914489e-03	9.403799354828910190e-03	2.528241907590894622e-02	-9.534660449327096721e-03	-1.020765871567012352e-02	-2.298851980005498993e-02	9.268379132661935457e-03	-2.148572293876220909e-02	9.293129748416220290e-03	-1.388445346867808045e-02	1.854331349194693682e-02	8.838198363286612616e-04	-1.156805976401863167e-02	-1.739983578459376387e-02	7.387109303447859932e-03	-3.134223689835020227e-02	1.132093884592583460e-03	-3.777463617964655490e-02	1.375581792502966055e-02	7.493652745156952153e-04	4.778348707672186446e-05	7.392323615616102489e-03	2.334872564761017108e-02	2.515325117619568278e-03	2.664828731272327403e-02	8.460405863453191594e-03	4.148092008854495361e-02	3.847766563183070351e-03
